324,370
152,1883
14,3811
49,4693
95,623
223,4795
112,7589
284,5261
272,1353
345,1437
279,6713
230,209
32,9480
183,70
416,332
287,6755
337,4510
426,6857
153,6117
331,4786
58,508
310,5846
126,6507
384,7249
303,4781
95,5103
121,8185
22,6715
299,6518
220,5951
84,6986
411,3946
110,2105
7,6913
34,392
348,3057
277,2765
397,8688
426,4388
239,6576
199,1465
123,7046
481,3637
68,8821
405,9604
50,5887
391,9356
288,5313
459,9412
284,1845
349,4354
19,6576
312,6660
83,4901
174,8223
256,7721
113,3206
154,585
314,5014
78,561
235,490
354,1246
233,4973
428,3722
415,4303
123,2022
469,3153
70,9918
207,3012
74,2726
66,7042
157,2617
450,7037
228,6208
247,5965
240,540
404,3995
151,1920
499,1303
391,5535
168,2650
325,6305
136,1395
96,7353
349,2419
349,7595
434,4447
123,6707
314,1426
210,9910
262,179
296,2643
20,4390
212,1242
346,2269
404,2782
435,1463
494,4849
130,4623
130,6989
284,1563
423,6327
495,3334
62,8277
102,3912
13,2366
369,716
327,3418
32,8061
84,9028
471,3064
35,6899
223,9523
266,2861
344,4792
42,9525
446,2080
59,7545
45,8845
485,2402
32,6796
336,9958
336,935
276,8054
94,9925
228,1756
350,1737
60,276
298,4016
397,6449
114,6210
37,3407
201,5480
44,5086
228,5844
433,3114
115,123
443,1274
394,5423
475,3067
67,1624
50,4788
146,7704
51,4485
320,1815
250,6110
395,5030
363,626
416,1049
193,1680
187,7138
431,3398
263,9260
413,6363
103,4312
130,5525
409,6988
322,9681
328,4245
297,8139
98,4447
403,1188
240,7808
203,2714
306,301
33,9767
95,5925
63,9970
7,1724
60,8977
500,6379
218,6016
95,9119
76,5396
143,4996
347,3754
387,1001
355,3584
23,4023
25,1700
346,2767
72,4449
295,9081
165,5384
187,8109
3,1638
464,2086
406,9076
90,8395
106,8715
178,2107
381,8721
77,3094
3,3085
495,7925
6,3349
409,1536
76,9295
79,1127
325,4848
91,843
427,3819
179,6479
340,110
352,9846
44,9025
369,9011
146,6376
94,3624
339,5751
238,8400
315,1757
493,8373
398,8501
52,9926
10,5612
104,7876
460,5864
257,3103
397,9674
103,4182
208,4255
213,1465
495,6039
18,9795
299,7
107,6287
460,6700
140,1025
191,8435
257,2993
313,5124
49,3557
471,2431
224,9666
202,8557
392,1656
101,9625
117,7605
97,1305
187,1496
194,5789
471,149
272,6106
345,8700
109,9408
312,7057
348,1348
443,7193
128,2813
245,9389
109,8004
282,2929
76,189
140,9758
238,1565
187,6449
479,8168
321,8445
156,7087
405,8098
384,607
302,2306
308,5758
358,7831
271,7008
48,6696
235,634
84,1008
21,7664
447,5181
153,2005
349,2695
4,7490
311,7356
483,4037
60,1634
136,3703
285,9239
456,7334
303,7673
482,5900
217,5710
340,9287
327,8974
279,8909
319,9077
420,9498
231,7542
369,3228
295,7568
211,279
253,7818
54,4165
266,7796
316,1580
186,1474
101,3182
225,1326
452,8846
276,3869
496,4548
203,2857
495,2611
292,199
459,6348
262,599
401,508
37,6841
48,6921
366,4846
255,2043
318,3404
170,1792
34,2482
86,9038
325,1661
445,1282
332,1381
126,4615
38,3627
148,4262
478,8048
303,9048
423,484
402,3877
113,3318
66,7530
196,4731
86,8288
311,2595
459,4521
13,6425
125,4582
137,5727
256,5055
333,3711
83,1205
311,3509
308,6476
498,7862
175,2260
61,6111
148,1282
216,7848
157,3331
191,9509
88,8738
483,1643
66,7389
431,6928
218,495
293,8356
73,8275
114,5879
133,4952
113,1743
232,2153
431,4785
392,6552
455,491
400,7799
327,2698
109,4172
174,2607
305,6558
234,4609
159,9166
5,1570
299,7661
331,9997
245,2596
386,885
15,5074
303,3058
357,8537
177,7326
265,4045
375,2964
8,6763
271,9908
284,3106
223,8553
13,7663
356,6140
73,6933
177,6535
401,1572
168,7867
467,3484
266,9438
25,9528
339,7151
330,4856
153,4059
258,8230
1,2749
351,5949
52,2897
122,9409
234,768
299,9105
434,2526
21,2211
356,1893
114,1677
204,118
402,752
195,1447
331,5591
360,6375
260,2129
314,9614
356,5987
299,3317
104,1378
340,91
214,9143
353,4869
214,6539
67,5397
300,1109
161,8004
234,1379
43,8249
215,9812
184,1164
472,2036
323,8172
286,757
105,6411
344,7651
46,868
321,1517
6,7911
236,3034
489,4957
131,5569
143,5674
452,3565
277,6469
473,4270
416,4908
156,2906
263,2867
492,4036
20,7015
162,3577
455,8965
397,7210
39,6391
72,3794
436,8400
251,5777
168,900
122,3942
456,6778
489,3976
372,8606
305,1156
136,4789
382,1151
360,4169
97,9648
192,8780
398,973
205,4006
451,2310
396,2818
232,8878
489,9178
122,1119
299,8348
192,7937
136,2975
220,5177
261,5154
105,3627
192,2942
60,6056
74,1548
451,8279
108,3213
38,6615
23,2470
174,8047
327,5899
172,8060
102,5323
478,8934
182,3830
95,1034
256,9942
481,9471
301,7443
382,6185
191,9566
464,2394
382,19
274,459
87,7729
101,2667
430,2583
476,2186
91,9538
37,1916
454,8585
47,897
78,9065
460,8303
492,907
150,3624
321,8742
371,2795
14,4169
19,8545
264,319
353,9521
42,5127
18,2955
360,6574
227,5692
260,5035
124,601
340,2085
467,8749
270,7941
139,9687
397,2955
284,2613
244,1448
153,6497
309,6495
472,8193
375,1303
405,5976
497,1437
123,8770
201,2762
112,4105
442,5961
453,8865
251,278
443,8218
177,4193
479,9738
287,3983
49,749
411,1801
164,6869
367,8877
489,1426
77,8254
381,7300
275,6585
271,656
303,47
163,7096
220,9188
275,4753
296,5412
278,8872
75,5377
286,1361
475,8991
289,1716
306,6961
171,8886
234,2673
328,5999
370,492
362,3888
296,7026
125,6696
293,1856
53,1551
393,6462
219,7321
80,7917
392,2382
26,8015
325,3995
96,9109
437,3054
468,9101
156,9321
302,1909
146,1518
208,8207
416,259
177,6447
274,9779
281,4107
137,4877
393,3539
15,6358
485,4174
336,8908
355,5041
59,4108
213,2417
493,2788
217,3663
142,4549
228,173
449,5669
331,2225
431,2367
470,3724
281,8874
257,9756
424,5988
44,1967
474,7668
426,3142
73,498
130,1032
303,4669
3,2639
299,9334
410,3017
231,5366
435,3803
38,7492
281,7204
109,5871
159,7310
374,5613
408,3277
239,1727
314,8354
123,7985
212,9382
327,8426
48,6337
483,4591
416,6833
237,6213
143,3492
126,7257
142,1276
322,8973
455,9370
25,8959
337,2511
46,3938
476,1625
52,6500
439,3726
114,5049
245,9777
386,524
191,8924
29,5179
167,4112
459,4960
345,4963
267,6080
119,7069
479,7501
361,5387
215,8321
94,5307
299,8232
212,5291
70,9325
253,5237
329,2362
151,4847
500,5962
103,1447
359,1013
329,2070
52,4161
370,3520
348,2025
257,2121
138,4527
386,9177
500,562
374,8255
152,3044
38,2068
99,3369
26,1517
251,3596
301,9582
63,4357
483,7626
145,9529
97,5915
94,3904
79,5706
325,5000
365,5283
191,3083
458,5967
77,7772
337,2849
19,2231
142,4837
207,4515
470,8526
13,6656
32,6753
45,311
204,5936
435,8818
448,6916
105,2529
403,5369
179,9773
260,6136
122,6969
132,3358
415,3425
58,4195
370,9437
489,6026
428,1998
97,3648
4,8352
179,5509
224,9699
409,5718
162,3779
127,5947
13,805
257,8762
489,4216
111,9049
320,2712
123,6253
426,5031
224,2077
456,8634
83,7669
483,8637
194,2107
110,2529
250,3054
359,2857
461,6381
182,9946
218,557
404,706
390,4575
120,9591
165,3364
147,7792
229,8873
378,8525
359,9117
470,3570
36,4591
426,7918
368,1152
250,6559
242,3631
323,989
446,215
264,9561
316,6162
304,7389
89,4531
425,3716
170,445
347,6682
58,106
234,5709
192,3450
470,7079
154,2973
386,912
89,3716
267,358
28,6203
239,5014
277,6748
410,6167
137,5373
74,5131
240,3873
407,2344
360,8181
328,754
44,6889
172,1178
398,7051
295,8260
373,7230
245,5426
396,2416
239,6619
485,3987
29,511
397,9689
496,2760
453,7819
15,4344
176,4153
238,6247
205,2769
293,9118
202,9193
99,5745
162,5369
238,5829
362,1845
427,5146
360,8486
77,8986
213,4328
272,9901
416,9674
285,1006
303,7386
162,8999
399,4394
367,1817
28,4650
448,9937
153,6571
69,6055
246,157
476,5909
40,1450
494,6712
356,574
310,2995
41,280
100,9648
272,1748
17,3673
104,8451
201,2334
37,2174
430,6725
305,9818
412,4065
274,9946
415,5048
213,7399
481,6843
303,9395
392,317
195,4830
159,6839
21,4469
91,7128
275,2680
335,1971
125,1251
348,5565
47,3129
412,3624
200,547
330,4811
428,4006
195,6489
267,2028
69,913
191,5010
137,6973
486,5810
149,597
477,5588
205,385
276,5747
255,1708
232,252
234,731
479,6870
442,6150
412,5018
28,8595
367,1210
138,5222
319,2692
93,6744
174,6769
321,6615
140,9849
427,3427
279,7134
240,4276
489,4849
397,6812
9,9792
300,9281
98,9857
429,7217
106,5076
28,5365
86,3588
430,9879
27,3494
70,2812
459,8554
488,1910
236,8283
117,4975
257,7966
1,164
356,8096
44,6508
69,6323
328,9591
334,8428
292,5846
204,2184
372,570
247,7521
119,8958
131,3657
48,2965
14,8101
157,4714
357,646
490,9829
16,943
144,9185
319,2792
89,6637
324,3653
32,9264
323,4885
417,4861
20,7623
313,4291
335,2036
126,3763
441,5744
129,5713
275,1640
239,1183
73,2096
485,135
409,4441
268,1223
364,4296
78,815
391,396
418,5824
6,2323
495,2229
440,8516
78,9635
352,1390
334,1068
205,3480
278,3611
159,1699
454,5686
108,9810
4,6300
334,7428
488,5242
303,8855
359,1961
454,9636
444,3180
307,7538
125,3400
82,83
489,3092
384,8907
323,5015
411,7447
244,8498
221,6072
486,7143
445,8781
61,4907
428,8371
480,772
174,9397
196,873
222,1504
372,6260
338,1032
318,1640
241,4322
236,196
235,7373
272,6281
222,5226
100,7691
378,1672
19,263
37,198
462,2974
323,291
315,1151
368,2665
354,7791
99,4735
150,7849
253,5199
348,2487
357,3173
475,5329
499,6703
476,3788
366,8648
68,9253
245,7200
163,585
31,461
409,2611
448,8020
243,8472
311,3546
84,5509
210,2677
496,4547
103,8422
303,3500
30,4353
364,2195
241,208
351,3020
36,3928
27,2204
35,5202
268,5300
93,9958
229,2273
294,1079
408,3107
238,3865
192,450
436,285
410,7928
340,4464
339,9586
485,4094
468,113
151,7404
45,1541
419,5418
483,1848
268,2781
22,4840
279,2266
240,9106
447,6902
131,5173
9,1966
277,5446
103,7947
137,5907
253,1057
346,8690
229,1590
193,3931
356,5351
362,3009
388,2304
270,611
427,8883
343,8591
347,2063
316,7596
206,1622
45,2033
33,4443
417,8306
124,2571
83,6174
182,1185
286,7334
283,6826
421,725
210,5541
166,5833
370,7831
24,4618
391,7273
394,1939
315,6938
187,3995
304,7567
373,9934
420,8718
104,1222
415,8662
221,8594
244,9553
406,8000
15,4501
406,9068
127,8140
471,9158
391,1746
438,2694
119,2539
61,4620
279,4660
235,9841
147,6379
311,6982
219,1831
156,3945
52,7863
357,9889
443,5509
470,6027
53,3697
268,8071
465,573
271,600
316,9926
488,2971
240,472
337,3460
255,9431
435,7288
430,7170
337,5573
85,1632
110,1665
250,885
383,5114
114,4576
113,7836
304,7768
105,5828
175,540
119,2334
316,5352
282,9522
218,6977
236,3504
242,6533
369,6866
37,2339
257,4415
249,5279
127,3587
20,2056
195,8730
24,8839
62,9561
210,8746
125,8766
123,3342
400,9973
281,3527
473,9190
303,9367
45,6101
324,5062
171,8817
301,7312
43,2478
188,5963
231,2854
442,4141
489,555
26,488
422,7646
49,1945
75,1626
404,8849
267,5105
244,2321
132,7965
295,8383
392,9613
338,462
149,1772
328,5210
381,7122
32,2182
340,2960
310,8589
461,3152
373,8269
444,1051
316,1573
211,1027
178,2625
144,5557
61,7748
147,6637
89,5208
211,254
294,7844
104,5997
262,7655
240,1210
164,4665
278,516
220,4620
450,5462
298,1850
247,5594
295,9984
248,5954
271,4265
372,2876
491,2732
408,862
208,5390
159,6556
77,7062
361,7436
359,5749
199,1445
327,2660
113,9112
154,2360
493,562
319,4821
463,5516
316,2092
233,2994
284,3451
226,7981
136,3193
23,4011
139,965
60,1995
433,3056
347,352
182,9113
4,5919
345,5231
55,6947
93,4765
317,2180
455,5801
265,4454
290,158
487,6445
180,1691
405,3708
329,9626
261,7645
397,3849
331,4332
296,4934
115,8556
5,8524
218,7678
41,8616
230,4130
84,2
38,8008
224,6806
336,6215
285,1610
384,9640
203,7373
470,4502
265,6440
348,2050
19,6867
128,8179
422,6877
384,8229
71,8626
217,3578
282,221
22,3653
298,3448
373,2373
36,2880
401,5525
451,3259
322,2598
282,1411
42,9664
99,5665
473,7686
375,2411
200,9224
162,7110
168,9158
263,7541
334,9719
53,921
10,5080
155,4770
193,2573
443,1163
460,1613
383,1709
489,4542
4,139
414,9180
397,8565
355,9809
172,8232
408,6981
450,3736
24,5763
27,6273
158,61
441,1191
349,4721
349,4798
101,9334
239,5091
490,7640
12,9505
61,7742
77,7046
189,8432
333,1687
392,4591
117,2863
347,2522
354,3000
350,5370
97,73
360,4613
450,5395
163,428
42,3128
76,9825
274,3268
26,799
233,2193
71,4051
72,5261
15,9483
136,2048
346,6345
322,7333
50,5936
49,5682
248,5075
255,519
228,610
15,3239
279,6136
142,8671
375,2019
379,4035
64,5304
136,6442
312,7679
60,1641
58,4236
339,6134
144,1434
14,7090
311,6551
434,6644
89,342
113,2713
119,1823
320,7249
134,5574
49,8027
297,2036
431,1600
152,1398
65,8640
45,4520
332,5621
88,6621
77,4217
414,7738
181,2761
257,3661
98,3307
264,9344
379,5364
216,4084
208,8989
120,1311
432,2384
144,6853
42,143
237,9201
419,7897
278,9641
247,8471
398,6038
37,5511
267,9241
315,3564
276,3828
131,6977
498,4025
476,1829
103,4789
87,649
162,7160
153,8888
376,840
358,622
187,9383
384,4414
7,7846
141,5700
467,1158
344,7640
496,5319
59,3004
273,173
148,1630
305,9062
142,1935
477,203
200,6936
463,3663
20,579
489,5444
443,4755
371,665
119,5535
259,5618
192,7725
479,7651
256,6814
356,4899
492,9143
5,7635
419,3088
175,6828
308,7067
140,9005
367,1121
1,55
201,5722
320,2175
278,3775
343,3179
108,2470
278,2878
398,5029
477,4546
130,5838
171,4812
494,3085
464,805
144,297
1,4991
245,4074
452,3858
109,7879
302,315
160,2250
420,2332
403,8061
317,4823
193,817
114,4060
206,4119
344,7615
111,2888
223,8010
481,3395
96,3706
173,2466
55,8923
443,7456
371,7091
217,8256
9,787
385,1092
247,3941
433,9558
359,6602
197,5434
304,6124
386,6378
138,849
190,8955
101,708
334,9874
153,8165
293,3250
67,9600
226,6976
479,7452
459,1916
303,7228
315,1054
338,294
388,42
140,8637
75,2143
250,96
468,7839
362,1323
338,3875
259,5176
227,3581
352,9493
488,4688
306,5995
169,2765
275,9371
365,4843
279,2437
230,2125
141,2476
49,4334
421,97
138,16
183,4975
83,5550
24,5552
355,9672
93,8339
135,7793
462,423
398,3311
75,2295
212,6468
265,3823
479,9814
349,4415
313,1705
43,8892
136,9303
62,3929
151,3764
342,9512
431,6564
55,5972
409,165
10,4305
197,1275
8,8646
409,6986
143,4782
77,3298
138,2964
190,8003
25,4780
475,5674
388,6752
381,4778
303,3889
180,3549
91,8655
492,3009
9,555
123,225
37,1566
307,6391
392,7894
140,9248
241,7262
490,743
30,4202
258,4278
464,7086
377,6874
273,5706
14,5699
497,6284
387,8758
177,1477
52,1705
320,5451
175,7660
426,9206
433,1554
92,2003
304,7338
463,8388
72,820
191,388
8,2671
127,3464
123,9771
255,3067
485,9573
188,2431
286,2274
23,8407
139,111
377,8142
64,6683
363,266
432,3909
258,6765
387,1283
478,2793
420,5891
296,6122
199,2642
357,7607
276,1902
321,2857
327,679
374,5529
282,7302
257,571
306,6917
494,5220
316,8192
232,6720
99,4183
197,6233
383,2220
237,3626
462,6019
349,368
97,596
184,9007
231,7898
189,4764
420,9050
340,8669
131,5835
4,3436
240,9153
454,2013
126,1626
383,5459
449,6095
59,4895
126,1408
399,7147
71,4305
312,6665
294,4449
280,994
109,2894
193,2833
407,7049
243,2006
294,1852
201,5981
360,3300
141,6565
35,8346
286,5370
17,559
111,1527
374,8826
189,1666
288,8309
396,5240
91,4560
120,2802
73,9825
400,6372
352,5018
337,7359
420,857
478,9102
79,9495
325,718
469,5767
421,2463
257,2009
305,5373
116,5396
108,5192
281,1403
112,5482
29,3070
489,2734
422,3071
233,1754
3,6923
312,1294
226,8158
82,4357
486,412
422,4882
491,1412
457,4094
271,5860
300,1553
172,2382
332,8124
85,4014
132,9813
334,8890
227,4136
165,7957
379,7621
54,9269
417,1865
227,129
366,5100
303,1455
330,7336
11,8122
47,3446
168,1095
449,7452
181,7426
159,7540
488,2919
55,5589
310,4125
380,3545
459,4513
372,1740
221,4361
124,4620
194,1943
139,3941
336,848
328,1446
333,9612
215,5100
340,7982
491,9690
295,8542
279,7616
236,4607
264,694
415,6611
470,8813
208,3634
326,4235
212,5172
106,3403
48,2908
98,1779
288,726
432,6216
281,7677
167,3027
350,3141
128,4903
376,520
320,7896
381,4439
398,2411
97,8483
306,3915
436,5738
325,7572
144,4622
316,7544
220,1636
89,7546
433,1685
495,8388
277,2422
279,2108
132,9239
399,5792
13,3070
106,8928
16,2552
368,6810
407,6607
125,7736
181,727
166,1770
496,9816
387,2992
294,1096
209,6388
183,2582
53,5203
214,2231
300,9887
169,4666
476,9420
29,1014
17,3120
220,3315
364,1368
13,2219
333,6562
2,1054
40,1006
194,3390
455,6590
366,2759
496,5013
325,2010
23,4039
70,4073
490,681
303,6854
338,3320
300,5070
55,1946
98,7173
419,6542
142,9453
215,7323
87,4038
43,711
286,9667
305,5224
478,8414
418,6319
392,2299
200,4586
349,77
280,6151
41,5827
411,7472
256,7129
384,1611
417,1402
231,8449
